"","D14","D60","D74","D365"
"ENSG00000165775",-0.476711385872762,-0.336179089739369,-0.546882062459927,-0.24323446704211
"ENSG00000109471",-1.39964967907732,-0.935671224198552,-1.59389781982343,-0.239596120615644
"ENSG00000164483",-5.38728969838472,-1.05960395943353,-0.248006887341958,-0.37945774404378
"ENSG00000241911",-5.00206013739761,-1.12584294122617,-2.88061986464249,-1.60986622686366
"ENSG00000164754",0.863640617521815,0.45731672625959,1.01337663791338,0.441884421944961
"ENSG00000044115",-1.52966772089017,-1.3352720262652,-0.557060481842609,0.404526692482501
"ENSG00000153721",4.84631228914467,3.72654956686234,3.29395366569277,-2.96768535749733
"ENSG00000102172",0.833924635716929,0.519081975198008,0.822027514403796,0.880644239524773
"ENSG00000163597",-0.646199020107077,-0.311926351032092,-0.443223269661218,-0.0254841782353993
"ENSG00000077713",-5.74597370876963,-4.8867016488515,-4.5020653392249,-3.7399557868042
"ENSG00000198814",2.16630659992742,1.70933290014525,2.61902257679139,1.72834582884288
"ENSG00000217527",-5.21211680902963,-2.23617088859346,-0.686502919184204,-5.07407414974354
"ENSG00000145675",-1.2033593344627,-0.433863922040945,-0.227708646240086,-0.277725024602599
"ENSG00000187514",-0.366881130124806,-0.17870745921196,-0.438184298093706,-0.234702806756888
"ENSG00000226979",-1.68963014910204,-1.55281936443395,-2.38002831745909,-0.378007194664546
"ENSG00000234511",4.94730041354814,-0.0452656514372504,1.53472590331482,-0.798702141100222
"ENSG00000211855",-2.77438612904916,-0.0578788164378184,-0.655045555869303,-0.56884650427751
"ENSG00000117090",-0.782077938207437,-0.349236323969772,-0.304393946441877,-0.26356711165505
"ENSG00000196199",0.773273811368753,0.614596467863606,0.617977166242953,0.501640528495311
"ENSG00000108582",-0.992309684900068,-0.570769336554488,-0.271955389634052,-0.471080322542458
"ENSG00000137070",3.86976799250387,3.91045474427038,2.18629900636437,-4.72370403974583
"ENSG00000283122",5.53733799275186,0.64917893393463,5.43300156115358,1.15985804179588
"ENSG00000102870",-5.73912944763612,-6.17543150146183,-5.34774606899592,-4.70942513329855
"ENSG00000020577",-1.36933367383142,-0.635200642724066,-1.03414782778543,-1.19556821755347
"ENSG00000005486",1.11200560245482,0.0130293297307519,0.784147968172906,0.465750777671841
"ENSG00000229989",4.97132497332236,5.81195285357075,5.32904850183479,-1.10785384201929
"ENSG00000135318",-2.53731542909229,-1.27752587853114,-2.09098906842883,-0.914315201687913
"ENSG00000129534",1.76936964717898,0.476834362989776,1.26549975682814,0.865869283497928
"ENSG00000253522",5.75721224961096,2.97291820012664,5.91301725876724,5.60387775930291
"ENSG00000151422",-5.71849059499738,-1.46065070305386,-3.96086065443847,-3.30783399584522
"ENSG00000110448",1.23200632901483,0.742533762081299,1.31547965134959,0.192380365825472
"ENSG00000121481",-1.13943937589185,-0.619392592859409,-0.469300751367002,-0.065485832830811
"ENSG00000146285",-2.28984767138009,-2.42724960196388,-1.54140376554597,-2.11134877810472
"ENSG00000204923",4.53228354612895,4.3309752111336,3.14081556271408,4.26206696975312
"ENSG00000143891",1.8399849580818,0.985305974676962,1.9509658786038,1.5086219740205
"ENSG00000034693",1.0766663675876,0.720262029620588,0.834461043625616,0.302829091620823
"ENSG00000143324",-1.25901710629039,-0.183439155936059,-0.643688207650641,0.144027368574802
"ENSG00000278730",-4.28047039546173,-2.25599668590966,-1.92236774667509,-0.483326139053751
"ENSG00000186265",0.851039589076486,0.584263321148913,0.758042434851282,-0.0519032138039304
"ENSG00000203910",4.41229218100168,3.63852748348931,1.90115928749944,1.26849522969239
