"","D14","D60","D74","D365"
"ENSG00000178913",0.0212966071224083,0.893619907996681,0.0911038168581958,0.795881209080292
"ENSG00000118785",0.0213263877448949,0.160998862639165,0.0296120821586517,0.0360226495874785
"ENSG00000119185",0.0215644305448376,0.653452278247367,0.177329894982861,0.514895306140022
"ENSG00000105671",0.0215644305448376,0.687934078635463,0.717001721333654,0.329828715292921
"ENSG00000188994",0.0215644305448376,0.73150525215301,0.0589598682892357,0.560921434581288
"ENSG00000100852",0.0220106219329203,0.87345716932844,0.201381624900624,0.507688019624446
"ENSG00000102678",0.0220106219329203,0.670565066797481,0.0519932694828237,0.288760521807497
"ENSG00000103381",0.0220782911395724,0.255466759225871,0.00990175397373115,0.0756315715899188
"ENSG00000225484",0.0222989395385177,0.803950719688217,0.185277926236981,0.807729794372287
"ENSG00000270164",0.0222989395385177,0.746701852564285,0.0996368461358652,0.961895862936563
"ENSG00000100558",0.0222989395385177,0.738078340433721,0.0334580183688885,0.243284328911711
"ENSG00000131669",0.0222989395385177,0.539209033066873,0.0693072088696696,0.42416873762616
"ENSG00000166326",0.0222989395385177,0.351937618059696,0.24101992721735,0.782676665653019
"ENSG00000249637",0.0226658659585856,0.896277868029501,0.4746697638633,0.307618018158347
"ENSG00000077585",0.0227537375400292,0.765452974720266,0.214311055506804,0.0694979217059693
"ENSG00000014641",0.0237066799375452,0.896871374161236,0.520395340510936,0.686261991354426
"ENSG00000145687",0.0237066799375452,0.404279880874273,0.165828229568882,0.0258706015241967
"ENSG00000251562",0.0251980104714391,0.907684015936434,0.249739261121585,0.288760521807497
"ENSG00000198938",0.0251980104714391,0.782598658906886,0.227146491713776,0.28927674965625
"ENSG00000122884",0.0251980104714391,0.568125466998368,0.0575002576169914,0.971377643746278
"ENSG00000149177",0.0260020319420418,0.255466759225871,0.0447920434842514,0.149111384706881
"ENSG00000211752",0.0261137676401304,0.996314793065666,0.657316464739678,0.950074110925414
"ENSG00000120727",0.0262166071787644,0.734281104848094,0.152196463975366,0.342777243053881
