Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Negative Regulation Of Necroptotic Process (GO:0060546),1/9,0.0218393074841168,0.1459722250942773,0,0,51.934895833333336,198.60131834764672,YBX3
GO_Biological_Process_2023,Vasoconstriction (GO:0042310),1/9,0.0218393074841168,0.1459722250942773,0,0,51.934895833333336,198.60131834764672,SLC8A1
GO_Biological_Process_2023,Calcium Ion Transport Into Cytosol (GO:0060402),1/9,0.0218393074841168,0.1459722250942773,0,0,51.934895833333336,198.60131834764672,SLC8A1
GO_Biological_Process_2023,Mitochondrion Morphogenesis (GO:0070584),1/9,0.0218393074841168,0.1459722250942773,0,0,51.934895833333336,198.60131834764672,PID1
GO_Biological_Process_2023,Positive Regulation Of ATP Metabolic Process (GO:1903580),1/9,0.0218393074841168,0.1459722250942773,0,0,51.934895833333336,198.60131834764672,PID1
GO_Biological_Process_2023,Cellular Response To Purine-Containing Compound (GO:0071415),1/9,0.0218393074841168,0.1459722250942773,0,0,51.934895833333336,198.60131834764672,SLC8A1
GO_Biological_Process_2023,Regulation Of Cellular Extravasation (GO:0002691),1/9,0.0218393074841168,0.1459722250942773,0,0,51.934895833333336,198.60131834764672,PLVAP
GO_Biological_Process_2023,Negative Regulation Of Programmed Necrotic Cell Death (GO:0062099),1/10,0.0242368708211977,0.1459722250942773,0,0,46.16203703703704,171.71724838044534,YBX3
GO_Biological_Process_2023,Angiogenesis Involved In Wound Healing (GO:0060055),1/10,0.0242368708211977,0.1459722250942773,0,0,46.16203703703704,171.71724838044534,GATA2
GO_Biological_Process_2023,Protein Kinase C Signaling (GO:0070528),1/10,0.0242368708211977,0.1459722250942773,0,0,46.16203703703704,171.71724838044534,PLVAP
GO_Biological_Process_2023,Positive Regulation Of Autophagy Of Mitochondrion (GO:1903599),1/10,0.0242368708211977,0.1459722250942773,0,0,46.16203703703704,171.71724838044534,FBXO7
GO_Biological_Process_2023,Cytokine-Mediated Signaling Pathway (GO:0019221),3/257,0.0250343205352066,0.1459722250942773,0,0,5.057428962684012,18.64930760569085,PLVAP;IL1R1;FOXO3
GO_Biological_Process_2023,Calcium Ion Homeostasis (GO:0055074),2/102,0.0259258637518775,0.1459722250942773,0,0,8.447234042553191,30.853642359468505,ALPL;SLC8A1
GO_Biological_Process_2023,Negative Regulation Of Glucose Transmembrane Transport (GO:0010829),1/11,0.0266286776759158,0.1459722250942773,0,0,41.54375,150.62793852241148,PID1
GO_Biological_Process_2023,Regulation Of Mitochondrial Fusion (GO:0010635),1/11,0.0266286776759158,0.1459722250942773,0,0,41.54375,150.62793852241148,PID1
GO_Biological_Process_2023,Nucleoside Phosphate Catabolic Process (GO:1901292),1/11,0.0266286776759158,0.1459722250942773,0,0,41.54375,150.62793852241148,ENTPD1
GO_Biological_Process_2023,Cell Part Morphogenesis (GO:0032990),1/11,0.0266286776759158,0.1459722250942773,0,0,41.54375,150.62793852241148,PID1
GO_Biological_Process_2023,Melanocyte Differentiation (GO:0030318),1/11,0.0266286776759158,0.1459722250942773,0,0,41.54375,150.62793852241148,LRMDA
GO_Biological_Process_2023,Regulation Of Cell Activation (GO:0050865),1/11,0.0266286776759158,0.1459722250942773,0,0,41.54375,150.62793852241148,GNAQ
GO_Biological_Process_2023,Positive Regulation Of Vasculature Development (GO:1904018),2/104,0.0268746417135921,0.1459722250942773,0,0,8.280767626199417,29.947993363977123,ANGPT4;GATA2
GO_Biological_Process_2023,Positive Regulation Of Autophagy (GO:0010508),2/107,0.0283239137804599,0.1459722250942773,0,0,8.042958459979737,28.665496618593785,FOXO3;FBXO7
